brand,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Hyundai,2017,80577,Petrol,Individual,Manual,First Owner,330000
Honda,2017,25000,Diesel,Individual,Manual,First Owner,1044999
Hyundai,2011,127500,Diesel,Individual,Manual,Second Owner,300000
Hyundai,2015,40903,Petrol,Dealer,Manual,First Owner,235000
Ford,2011,60000,Petrol,Individual,Manual,Third Owner,120000
Maruti,2004,46000,Petrol,Individual,Manual,First Owner,130000
Ford,2004,22288,Diesel,Dealer,Manual,Second Owner,275000
Volkswagen,2011,180000,Diesel,Individual,Manual,Second Owner,270000
Volkswagen,2015,30000,Diesel,Individual,Manual,Second Owner,500000
Hyundai,2015,61690,Petrol,Dealer,Manual,First Owner,400000
Hyundai,2015,64484,Petrol,Dealer,Manual,First Owner,600000
Audi,2012,90000,Diesel,Individual,Automatic,Second Owner,1350000
Renault,2013,75976,Diesel,Dealer,Manual,Second Owner,400000
Ford,2011,70000,Diesel,Individual,Manual,Second Owner,220000
Honda,2012,85962,Petrol,Dealer,Manual,Second Owner,300000
Maruti,2018,120000,Petrol,Individual,Manual,First Owner,250000
Honda,2015,120000,Diesel,Individual,Manual,First Owner,600000
Honda,2012,75000,Petrol,Individual,Automatic,Second Owner,285000
Honda,2009,57035,Petrol,Dealer,Manual,First Owner,350000
Mahindra,2011,70000,Diesel,Individual,Manual,Third Owner,170000
Ford,2015,45000,Petrol,Individual,Manual,First Owner,229999
Mahindra,2013,72104,Diesel,Dealer,Manual,Second Owner,500000
Tata,2011,15000,Petrol,Individual,Manual,First Owner,75000
Hyundai,2016,30000,Petrol,Individual,Manual,First Owner,600000
Tata,2011,80000,Diesel,Individual,Manual,First Owner,220000
Tata,2009,164000,Diesel,Individual,Manual,Second Owner,150000
Maruti,2006,124439,Petrol,Individual,Manual,Second Owner,65000
Maruti,2006,77000,Petrol,Individual,Manual,Second Owner,120000
Maruti,2014,90000,Diesel,Individual,Manual,First Owner,240000
Renault,2017,30000,Petrol,Individual,Manual,First Owner,390000
Chevrolet,2012,50000,Petrol,Individual,Manual,First Owner,180000
Maruti,2012,80000,Diesel,Individual,Manual,Second Owner,320000
Maruti,2018,5000,Petrol,Individual,Manual,First Owner,310000
Maruti,2018,24000,Petrol,Individual,Automatic,First Owner,420000
Tata,2019,10000,Petrol,Individual,Manual,First Owner,550000
Maruti,2016,78000,Diesel,Individual,Manual,Third Owner,550000
Mahindra,2018,50000,Diesel,Individual,Manual,First Owner,760000
Maruti,2001,100000,Petrol,Individual,Manual,Second Owner,43000
Maruti,2018,20000,Petrol,Individual,Manual,First Owner,250000
Hyundai,2019,1250,Petrol,Individual,Manual,First Owner,500000
Tata,2015,17152,Petrol,Individual,Manual,First Owner,380000
Mahindra,2019,5000,Diesel,Individual,Automatic,First Owner,1850000
Volkswagen,2012,77000,Diesel,Individual,Manual,First Owner,350000
Hyundai,2008,90000,Diesel,Individual,Manual,Second Owner,195000
Chevrolet,2011,80000,Petrol,Individual,Manual,Second Owner,225000
Toyota,2015,65000,Diesel,Individual,Manual,First Owner,1125000
Tata,2011,80000,Diesel,Individual,Manual,First Owner,133000
Hyundai,2013,24005,Petrol,Individual,Manual,First Owner,200000
Maruti,2018,20000,Diesel,Individual,Manual,First Owner,940000
Renault,2014,120000,Diesel,Individual,Manual,First Owner,400000
Hyundai,2009,120000,Petrol,Individual,Manual,Second Owner,120000
Maruti,2015,80000,Diesel,Individual,Manual,First Owner,625000
Maruti,2005,80000,Petrol,Individual,Manual,First Owner,110000
Renault,2012,100000,Diesel,Individual,Manual,First Owner,490000
Maruti,2009,120000,Petrol,Individual,Manual,Second Owner,140000
Ford,2011,149000,Diesel,Individual,Manual,Second Owner,175000
Maruti,2005,65000,Petrol,Individual,Manual,Second Owner,90000
Maruti,2009,100000,Diesel,Individual,Manual,Second Owner,275000
Volkswagen,2011,65000,Diesel,Individual,Manual,Second Owner,300000
Datsun,2018,19000,Petrol,Individual,Manual,Second Owner,270000
Chevrolet,2010,80000,Petrol,Individual,Manual,Second Owner,130000
Maruti,2015,30000,Petrol,Individual,Manual,First Owner,275000
Maruti,2012,109000,Diesel,Individual,Manual,First Owner,352000
Hyundai,2012,90000,LPG,Individual,Manual,First Owner,180000
Maruti,2012,90000,Petrol,Individual,Manual,First Owner,150000
Volkswagen,2011,65000,Diesel,Individual,Manual,Second Owner,300000
Maruti,2010,110000,Diesel,Individual,Manual,Second Owner,300000
Mahindra,2007,120000,Diesel,Individual,Manual,First Owner,225000
Honda,2014,44000,Diesel,Individual,Manual,First Owner,600000
Maruti,2015,80000,Petrol,Individual,Manual,First Owner,500000
Honda,2018,5000,Petrol,Individual,Manual,First Owner,900000
Hyundai,2016,61000,Petrol,Individual,Manual,First Owner,600000
Toyota,2011,100000,Diesel,Individual,Manual,Second Owner,450000
Hyundai,2009,27633,Petrol,Individual,Manual,First Owner,270000
Maruti,2010,100000,Diesel,Individual,Manual,Third Owner,310000
Hyundai,2012,100000,LPG,Individual,Manual,First Owner,250000
Ford,2019,12586,Petrol,Dealer,Manual,First Owner,700000
Fiat,2018,38083,Diesel,Dealer,Manual,First Owner,650000
Ford,2012,55328,Diesel,Dealer,Manual,First Owner,400000
Ford,2012,81632,Diesel,Dealer,Manual,First Owner,425000
Ford,2016,155201,Diesel,Dealer,Manual,First Owner,600000
Ford,2013,93283,Diesel,Dealer,Manual,First Owner,600000
Maruti,2009,217871,Diesel,Dealer,Manual,First Owner,300000
Ford,2012,90165,Diesel,Dealer,Manual,First Owner,450000
Ford,2014,101504,Diesel,Dealer,Manual,First Owner,750000
Ford,2010,86017,Diesel,Dealer,Manual,Second Owner,325000
Mahindra,2013,85036,Diesel,Dealer,Manual,Second Owner,900000
Ford,2006,91086,Petrol,Dealer,Manual,Second Owner,180000
Fiat,2013,160254,Diesel,Dealer,Manual,Second Owner,350000
Ford,2013,125531,Diesel,Dealer,Manual,Second Owner,600000
Honda,2019,60000,Diesel,Individual,Manual,First Owner,900000
Skoda,2006,100000,Diesel,Individual,Manual,First Owner,350000
Maruti,2013,90000,Diesel,Individual,Manual,Third Owner,280000
Mahindra,2009,120000,Diesel,Individual,Manual,Second Owner,225000
Honda,2014,82000,Diesel,Individual,Manual,First Owner,520000
Mahindra,2016,60000,Diesel,Individual,Manual,First Owner,509999
Maruti,2019,24000,Petrol,Individual,Manual,First Owner,556000
Tata,2014,120000,Diesel,Individual,Manual,First Owner,225000
Honda,2013,65000,Diesel,Dealer,Manual,First Owner,325000
Maruti,2013,65000,Diesel,Dealer,Manual,First Owner,365000
Hyundai,2015,84000,Diesel,Dealer,Manual,First Owner,850000
Toyota,2013,75000,Diesel,Dealer,Manual,First Owner,350000
Maruti,2007,50000,Diesel,Dealer,Manual,First Owner,225000
Maruti,2011,50000,Petrol,Individual,Manual,First Owner,135000
Maruti,2007,49000,Petrol,Dealer,Manual,First Owner,140000
Maruti,2016,560000,Diesel,Dealer,Manual,First Owner,665000
Renault,2015,14365,Petrol,Dealer,Manual,First Owner,275000
Toyota,2017,41000,Diesel,Individual,Automatic,First Owner,2750000
Hyundai,2013,65000,Diesel,Dealer,Manual,First Owner,484999
Maruti,2015,65000,Diesel,Dealer,Manual,First Owner,565000
Maruti,2013,61083,Diesel,Dealer,Manual,First Owner,425000
Toyota,2013,75000,Diesel,Individual,Manual,First Owner,925000
Mahindra,2012,72000,Diesel,Dealer,Manual,First Owner,565000
Renault,2014,65000,Diesel,Dealer,Manual,First Owner,525000
Hyundai,2017,55000,Diesel,Dealer,Manual,First Owner,1650000
Hyundai,2015,21000,Petrol,Dealer,Manual,Second Owner,295000
Jaguar,2012,66363,Petrol,Dealer,Automatic,Second Owner,2050000
Hyundai,2018,11700,Petrol,Dealer,Automatic,First Owner,1475000
Hyundai,2017,10000,Petrol,Individual,Automatic,First Owner,1100000
Mercedes-Benz,2014,100000,Diesel,Individual,Automatic,Second Owner,4400000
Maruti,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000
Maruti,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000
Hyundai,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000
Volkswagen,2017,20000,Petrol,Dealer,Automatic,Second Owner,850000
Renault,2015,61585,Diesel,Trustmark Dealer,Manual,First Owner,390000
Maruti,2016,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,450000
Honda,2014,29654,Petrol,Trustmark Dealer,Manual,First Owner,425000
Maruti,2016,64672,Diesel,Trustmark Dealer,Manual,First Owner,770000
Hyundai,2015,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,1150000
Honda,2015,66521,Petrol,Trustmark Dealer,Manual,First Owner,775000
Toyota,2018,23974,Diesel,Dealer,Automatic,Second Owner,1725000
BMW,2016,43000,Diesel,Dealer,Automatic,First Owner,2150000
Renault,2013,1000,Diesel,Dealer,Manual,Second Owner,450000
Mercedes-Benz,2018,10000,Diesel,Dealer,Automatic,First Owner,3800000
Audi,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
BMW,2019,30000,Diesel,Dealer,Automatic,First Owner,4950000
Hyundai,2016,52600,Diesel,Individual,Manual,First Owner,535000
Maruti,2012,110000,Petrol,Individual,Manual,Second Owner,225000
Hyundai,2017,19890,Petrol,Dealer,Automatic,First Owner,550000
Maruti,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000
Maruti,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,625000
Hyundai,2017,10510,Petrol,Dealer,Automatic,First Owner,520000
Chevrolet,2016,41000,Petrol,Dealer,Manual,First Owner,239000
Toyota,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
Maruti,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000
Hyundai,2012,49824,Petrol,Dealer,Manual,First Owner,229999
Audi,2013,58500,Diesel,Dealer,Automatic,First Owner,1300000
Hyundai,2005,56580,Petrol,Dealer,Manual,First Owner,80000
Skoda,2012,52000,Diesel,Dealer,Manual,First Owner,385000
Hyundai,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000
Maruti,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,600000
Renault,2013,1000,Diesel,Dealer,Manual,Second Owner,450000
Mercedes-Benz,2018,10000,Diesel,Dealer,Automatic,First Owner,3800000
Audi,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
BMW,2019,30000,Diesel,Dealer,Automatic,First Owner,4950000
Hyundai,2016,52600,Diesel,Individual,Manual,First Owner,535000
Maruti,2012,110000,Petrol,Individual,Manual,Second Owner,225000
Hyundai,2017,19890,Petrol,Dealer,Automatic,First Owner,550000
Maruti,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000
Maruti,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,625000
Hyundai,2017,10510,Petrol,Dealer,Automatic,First Owner,520000
Chevrolet,2016,41000,Petrol,Dealer,Manual,First Owner,239000
Toyota,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
Maruti,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000
Hyundai,2012,49824,Petrol,Dealer,Manual,First Owner,229999
Audi,2013,58500,Diesel,Dealer,Automatic,First Owner,1300000
Hyundai,2005,56580,Petrol,Dealer,Manual,First Owner,80000
Skoda,2012,52000,Diesel,Dealer,Manual,First Owner,385000
Hyundai,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000
Maruti,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,600000
Renault,2013,1000,Diesel,Dealer,Manual,Second Owner,450000
Mercedes-Benz,2018,10000,Diesel,Dealer,Automatic,First Owner,3800000
Audi,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
BMW,2019,30000,Diesel,Dealer,Automatic,First Owner,4950000
Hyundai,2016,52600,Diesel,Individual,Manual,First Owner,535000
Maruti,2012,110000,Petrol,Individual,Manual,Second Owner,225000
Hyundai,2017,19890,Petrol,Dealer,Automatic,First Owner,550000
Maruti,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000
Maruti,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,625000
Hyundai,2017,10510,Petrol,Dealer,Automatic,First Owner,520000
Chevrolet,2016,41000,Petrol,Dealer,Manual,First Owner,239000
Toyota,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
Maruti,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000
Hyundai,2012,49824,Petrol,Dealer,Manual,First Owner,229999
Audi,2013,58500,Diesel,Dealer,Automatic,First Owner,1300000
Hyundai,2005,56580,Petrol,Dealer,Manual,First Owner,80000
Skoda,2012,52000,Diesel,Dealer,Manual,First Owner,385000
Hyundai,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000
Maruti,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,600000
Renault,2013,1000,Diesel,Dealer,Manual,Second Owner,450000
Mercedes-Benz,2018,10000,Diesel,Dealer,Automatic,First Owner,3800000
Audi,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
BMW,2019,30000,Diesel,Dealer,Automatic,First Owner,4950000
Hyundai,2016,52600,Diesel,Individual,Manual,First Owner,535000
Maruti,2012,110000,Petrol,Individual,Manual,Second Owner,225000
Hyundai,2017,19890,Petrol,Dealer,Automatic,First Owner,550000
Maruti,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000
Maruti,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,625000
Hyundai,2017,10510,Petrol,Dealer,Automatic,First Owner,520000
Chevrolet,2016,41000,Petrol,Dealer,Manual,First Owner,239000
Toyota,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
Maruti,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000
Hyundai,2012,49824,Petrol,Dealer,Manual,First Owner,229999
Audi,2013,58500,Diesel,Dealer,Automatic,First Owner,1300000
Hyundai,2005,56580,Petrol,Dealer,Manual,First Owner,80000
Skoda,2012,52000,Diesel,Dealer,Manual,First Owner,385000
Hyundai,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000
Maruti,2017,46507,Diesel,Trustmark Dealer,Manual,First Owner,600000
Hyundai,2013,50000,Petrol,Individual,Manual,Second Owner,350000
Maruti,2014,30000,Petrol,Individual,Manual,First Owner,114999
Hyundai,2013,50000,Petrol,Individual,Manual,Second Owner,380000
Maruti,1995,100000,Petrol,Individual,Manual,Second Owner,95000
Mahindra,2016,35000,Diesel,Individual,Manual,First Owner,900000
Chevrolet,2012,90000,Petrol,Individual,Manual,Second Owner,200999
Maruti,2014,11451,Petrol,Individual,Manual,First Owner,229999
Tata,2019,60000,Diesel,Individual,Manual,First Owner,800000
Mahindra,2012,172000,Diesel,Individual,Manual,Second Owner,150000
Maruti,2018,60000,Diesel,Individual,Manual,First Owner,600000
Chevrolet,2005,150000,Diesel,Individual,Manual,First Owner,150000
Chevrolet,2009,66000,Diesel,Individual,Manual,First Owner,150000
Maruti,2019,5000,Petrol,Individual,Manual,First Owner,380000
Maruti,2006,66508,Petrol,Individual,Manual,Second Owner,80000
Honda,2007,55000,Petrol,Individual,Manual,Second Owner,225000
Tata,2012,29900,Petrol,Individual,Manual,First Owner,75000
Tata,2017,3000,Diesel,Individual,Manual,First Owner,1600000
Tata,2012,85000,Diesel,Individual,Manual,First Owner,185000
Mahindra,2011,50000,Diesel,Individual,Manual,First Owner,425000
Tata,2010,120000,Diesel,Individual,Manual,Second Owner,100000
Maruti,2008,90000,Petrol,Individual,Manual,Third Owner,140000
Maruti,2017,8000,Petrol,Individual,Automatic,First Owner,710000
Honda,2015,7900,Petrol,Individual,Automatic,First Owner,450000
Datsun,2017,50000,Petrol,Individual,Manual,First Owner,210000
Maruti,2016,25000,Petrol,Individual,Manual,First Owner,270000
Maruti,2009,20000,Petrol,Individual,Manual,First Owner,110000
Maruti,2018,17500,Petrol,Individual,Manual,First Owner,540000
Mahindra,2008,25000,Petrol,Individual,Manual,First Owner,145000
Tata,2013,206500,Diesel,Individual,Manual,First Owner,360000
Hyundai,2013,88600,LPG,Individual,Manual,First Owner,250000
Tata,2012,80000,Diesel,Individual,Manual,First Owner,110000
Chevrolet,2008,100000,Diesel,Individual,Manual,Fourth & Above Owner,250000
Ford,2011,186000,Diesel,Individual,Manual,Second Owner,150000
Chevrolet,2010,60000,Petrol,Individual,Manual,First Owner,140000
Maruti,2019,11000,Petrol,Individual,Manual,First Owner,925000
Tata,2017,30000,Diesel,Individual,Manual,First Owner,969999
Hyundai,2007,80000,CNG,Individual,Manual,Third Owner,90000
Hyundai,2001,60000,Petrol,Individual,Manual,Third Owner,55000
Hyundai,2007,100000,Diesel,Individual,Manual,Fourth & Above Owner,155000
Mahindra,2019,15000,Diesel,Individual,Manual,First Owner,900000
Maruti,2011,90000,Petrol,Individual,Manual,First Owner,135000
Maruti,2012,120000,Petrol,Individual,Manual,First Owner,180000
Hyundai,2013,100000,Diesel,Individual,Manual,Second Owner,495000
Toyota,2009,138000,Diesel,Individual,Manual,Third Owner,400000
Hyundai,2008,110000,Diesel,Individual,Manual,Second Owner,250000
Maruti,2015,120000,Petrol,Individual,Manual,Fourth & Above Owner,138000
Honda,2011,70000,Petrol,Individual,Automatic,Second Owner,311000
Maruti,2015,70000,Petrol,Individual,Manual,First Owner,190000
Mahindra,2011,140000,Diesel,Individual,Manual,First Owner,311000
Maruti,2009,15000,Petrol,Individual,Manual,First Owner,300000
Honda,2018,20000,Petrol,Individual,Manual,First Owner,600000
Mahindra,2009,100000,Diesel,Individual,Manual,First Owner,550000
Skoda,2015,70000,Petrol,Individual,Automatic,First Owner,600000
Maruti,2018,5000,Petrol,Individual,Manual,First Owner,195000
Tata,2013,27974,Petrol,Individual,Manual,First Owner,58000
Maruti,2018,40000,Petrol,Individual,Manual,First Owner,183000
Maruti,2007,80000,Petrol,Individual,Manual,First Owner,95000
Maruti,2013,38000,Petrol,Individual,Manual,First Owner,250000
Maruti,2013,38000,Petrol,Individual,Manual,First Owner,250000
Tata,2014,35000,Petrol,Individual,Manual,First Owner,400000
Hyundai,2012,60000,Diesel,Individual,Manual,Second Owner,409999
Skoda,2004,120000,Diesel,Individual,Manual,Second Owner,120000
Maruti,2018,18000,Petrol,Individual,Automatic,First Owner,600000
Honda,2016,10000,Petrol,Individual,Manual,First Owner,600000
Mahindra,2015,90000,Diesel,Individual,Manual,Third Owner,825000
Toyota,2016,80000,Diesel,Individual,Manual,Second Owner,625000
Hyundai,2020,1400,Diesel,Individual,Manual,First Owner,700000
Chevrolet,2011,60000,Petrol,Individual,Manual,First Owner,160000
Maruti,2011,60000,Petrol,Individual,Manual,Third Owner,114999
Maruti,2009,53000,Petrol,Individual,Manual,First Owner,150000
Volkswagen,2010,100000,Diesel,Dealer,Manual,First Owner,250000
Hyundai,2012,86000,Diesel,Dealer,Manual,Second Owner,390000
Renault,2015,100000,Diesel,Individual,Manual,First Owner,650000
Hyundai,2016,30000,Diesel,Individual,Manual,First Owner,600000
Hyundai,2011,120000,Petrol,Individual,Manual,First Owner,250000
Hyundai,2011,60000,LPG,Individual,Manual,Second Owner,229999
Maruti,2016,50000,Diesel,Individual,Manual,Second Owner,299000
Chevrolet,2010,124000,Diesel,Individual,Manual,Second Owner,330000
Hyundai,2012,100000,Petrol,Individual,Manual,Third Owner,180000
Hyundai,2017,42000,Petrol,Individual,Manual,First Owner,475000
Hyundai,2015,100000,Diesel,Individual,Manual,First Owner,325000
Honda,2016,28205,Petrol,Dealer,Manual,First Owner,639000
Maruti,2017,32670,Petrol,Dealer,Automatic,First Owner,415000
Hyundai,2016,30093,Diesel,Dealer,Automatic,First Owner,1199000
Maruti,2013,56228,CNG,Dealer,Manual,First Owner,525000
Hyundai,2013,59319,Petrol,Dealer,Manual,First Owner,425000
Maruti,2016,39503,Diesel,Dealer,Manual,First Owner,699000
Hyundai,2013,35299,Petrol,Dealer,Manual,First Owner,325000
Toyota,2011,51687,Petrol,Dealer,Manual,First Owner,275000
Volkswagen,2011,76259,Petrol,Dealer,Automatic,First Owner,269000
Volkswagen,2013,44049,Diesel,Dealer,Manual,First Owner,399000
